TransactionID,Amount,CustomerID,times,MerchantID,Name,Age,Address,AccountBalance,LastLogin,FraudIndicator,SuspiciousFlag,TransactionAmount,AnomalyScore,MerchantName,Location,Category
462,89.13749321471283,1526,1/20/2022 5:00,2471,Customer 1526,44,Address 1526,6651.589073748487,6/10/2023,0,0,44.267038389327446,0.9998014490331348,Merchant 2471,Location 2471,Other
4,85.13601447106142,1266,1/1/2022 3:00,2492,Customer 1266,43,Address 1266,3578.9477028029924,9/23/2022,0,0,43.333424899618606,0.2460311660274464,Merchant 2492,Location 2492,Retail
5,56.70085286430579,1734,1/1/2022 4:00,2568,Customer 1734,30,Address 1734,9719.391686,1/4/2024,0,0,22.151876512192565,0.7140047947313553,Merchant 2568,Location 2568,Food
780,48.802971297433736,1978,2/2/2022 11:00,2568,Customer 1978,34,Address 1978,3286.098832297493,9/4/2024,0,0,99.99658156071747,0.791772294,Merchant 2568,Location 2568,Retail
6,38.11621946988163,1830,1/1/2022 5:00,2609,Customer 1830,38,Address 1830,2763.153374097448,4/9/2024,0,0,94.93099646806212,0.074972085,Merchant 2609,Location 2609,Online
668,71.14636481461898,1412,1/28/2022 19:00,2609,Customer 1412,26,Address 1412,7168.181730533022,2/16/2023,0,0,85.64310959416478,0.065294834,Merchant 2609,Location 2609,Other
822,84.83666163493915,1460,2/4/2022 5:00,2609,Customer 1460,18,Address 1460,2843.2936662419925,4/5/2023,0,0,51.54550777078974,0.5018525420584673,Merchant 2609,Location 2609,Food
7,18.28494754610966,1607,1/1/2022 6:00,2328,Customer 1607,61,Address 1607,4739.392574326492,8/30/2023,0,0,71.71954830194878,0.8685818579253491,Merchant 2328,Location 2328,Food
8,61.34321955,1891,1/1/2022 7:00,2081,Customer 1891,60,Address 1891,3158.5102652987757,6/9/2024,0,0,47.46463454295621,0.1477377160730648,Merchant 2081,Location 2081,Retail
441,48.29932063826181,1831,1/19/2022 8:00,2081,Customer 1831,43,Address 1831,1695.037189732695,4/10/2024,0,0,12.119539060045744,0.7734856548513942,Merchant 2081,Location 2081,Other
65,14.413192982544809,1891,1/3/2022 16:00,2939,Customer 1891,60,Address 1891,3158.5102652987757,6/9/2024,0,0,17.98160724,0.2841416542166824,Merchant 2939,Location 2939,Other
23,16.97941768,1269,1/1/2022 22:00,2939,Customer 1269,29,Address 1269,5636.533521139363,9/26/2022,0,0,49.85530054484752,0.5297959790940556,Merchant 2939,Location 2939,Retail
788,71.37241499457315,1390,2/2/2022 19:00,2939,Customer 1390,28,Address 1390,6003.865493174679,1/25/2023,0,0,27.594862149685827,0.1877143751620827,Merchant 2939,Location 2939,Retail
879,95.70841889004056,1591,2/6/2022 14:00,2939,Customer 1591,43,Address 1591,3030.2574288208625,8/14/2023,0,0,98.06903494782831,0.2169654781544604,Merchant 2939,Location 2939,Food
752,18.109949543624914,1890,2/1/2022 7:00,2939,Customer 1890,61,Address 1890,6510.764724063148,6/8/2024,0,0,79.29584687506312,0.6412479318688193,Merchant 2939,Location 2939,Other
873,67.45528250972944,1891,2/6/2022 8:00,2845,Customer 1891,60,Address 1891,3158.5102652987757,6/9/2024,0,0,39.73248029103144,0.1866538806485254,Merchant 2845,Location 2845,Travel
9,15.924420165208486,1635,1/1/2022 8:00,2361,Customer 1635,46,Address 1635,5590.313894091368,9/27/2023,0,0,73.40153034296442,0.4609999029921814,Merchant 2361,Location 2361,Other
171,95.88200899181314,1238,1/8/2022 2:00,2361,Customer 1238,39,Address 1238,5298.306857975641,8/26/2022,0,0,61.89841530518202,0.3771682806994693,Merchant 2361,Location 2361,Retail
10,57.40674767295212,1914,1/1/2022 9:00,2794,Customer 1914,29,Address 1914,3310.288913109376,7/2/2024,0,0,91.57934384,0.9861684550730152,Merchant 2794,Location 2794,Travel
402,22.52833704571616,1611,1/17/2022 17:00,2794,Customer 1611,54,Address 1611,6166.658945666266,9/3/2023,0,0,97.21607863327438,0.2422850878744483,Merchant 2794,Location 2794,Online
12,63.898750438745765,1308,1/1/2022 11:00,2306,Customer 1308,37,Address 1308,2176.021283964013,11/4/2022,0,0,59.99601167,0.9100173559062552,Merchant 2306,Location 2306,Food
179,36.86232329375345,1964,1/8/2022 10:00,2306,Customer 1964,22,Address 1964,5835.464921661616,8/21/2024,0,0,25.00609427364283,0.5117867028343176,Merchant 2306,Location 2306,Other
327,58.30860582200451,1452,1/14/2022 14:00,2306,Customer 1452,34,Address 1452,4753.752927157169,3/28/2023,0,0,37.139855827024725,0.25545587,Merchant 2306,Location 2306,Food
754,79.00334066803704,1201,2/1/2022 9:00,2306,Customer 1201,39,Address 1201,3438.888843166173,7/20/2022,0,0,18.24833432,0.2651071642417515,Merchant 2306,Location 2306,Travel
60,92.55464560815112,1308,1/3/2022 11:00,2901,Customer 1308,37,Address 1308,2176.021283964013,11/4/2022,0,0,26.86700997253396,0.012069817,Merchant 2901,Location 2901,Other
996,90.47282070360868,1158,2/11/2022 11:00,2901,Customer 1158,46,Address 1158,1802.6620213821047,6/7/2022,0,0,93.90160185,0.9834397228781306,Merchant 2901,Location 2901,Travel
598,52.43937411445408,1308,1/25/2022 21:00,2443,Customer 1308,37,Address 1308,2176.021283964013,11/4/2022,0,0,18.767622780435104,0.7398472971976263,Merchant 2443,Location 2443,Retail
40,57.07714040985547,1935,1/2/2022 15:00,2443,Customer 1935,39,Address 1935,6290.016460767433,7/23/2024,0,0,95.59633050266852,0.6319134785310871,Merchant 2443,Location 2443,Retail
673,44.16028155812613,1766,1/29/2022 0:00,2443,Customer 1766,41,Address 1766,2242.510276621658,2/5/2024,0,0,42.22365227,0.1091195201378688,Merchant 2443,Location 2443,Food
13,46.92993667,1690,1/1/2022 12:00,2177,Customer 1690,59,Address 1690,3696.111647731133,11/21/2023,0,0,76.72225890414973,0.9063950602355664,Merchant 2177,Location 2177,Other
409,67.81612755131434,1028,1/18/2022 0:00,2177,Customer 1028,49,Address 1028,3728.9995335927297,1/28/2022,0,0,50.75460834632462,0.4219332424105604,Merchant 2177,Location 2177,Online
424,39.36323949768165,1655,1/18/2022 15:00,2177,Customer 1655,43,Address 1655,8486.009733045174,10/17/2023,0,0,66.96459309900862,0.068447181,Merchant 2177,Location 2177,Travel
289,35.83777150637289,1690,1/13/2022 0:00,2593,Customer 1690,59,Address 1690,3696.111647731133,11/21/2023,0,0,37.91422208065772,0.6028967875805774,Merchant 2593,Location 2593,Travel
472,45.25485344252002,1690,1/20/2022 15:00,2769,Customer 1690,59,Address 1690,3696.111647731133,11/21/2023,0,0,74.52164099455352,0.948619093,Merchant 2769,Location 2769,Other
940,55.99211718143334,1690,2/9/2022 3:00,2295,Customer 1690,59,Address 1690,3696.111647731133,11/21/2023,0,0,77.51749985,0.1521329121963268,Merchant 2295,Location 2295,Travel
387,28.00205590577116,1791,1/17/2022 2:00,2295,Customer 1791,49,Address 1791,8495.401785241986,3/1/2024,0,0,24.396411391898464,0.9158217231681512,Merchant 2295,Location 2295,Retail
407,26.14611136707474,1886,1/17/2022 22:00,2295,Customer 1886,50,Address 1886,6875.5701672692885,6/4/2024,0,0,94.92406224,0.067222027,Merchant 2295,Location 2295,Travel
566,20.55964440167262,1642,1/24/2022 13:00,2295,Customer 1642,31,Address 1642,1150.7941372287762,10/4/2023,0,0,89.00068214637497,0.7366114470846623,Merchant 2295,Location 2295,Food
14,11.149741852806969,1065,1/1/2022 13:00,2911,Customer 1065,54,Address 1065,5973.303034139034,3/6/2022,0,0,98.13336653136705,0.5962205834076775,Merchant 2911,Location 2911,Retail
61,46.939010858998266,1280,1/3/2022 12:00,2911,Customer 1280,28,Address 1280,3925.000406593389,10/7/2022,0,0,58.82923688673343,0.7385116290804413,Merchant 2911,Location 2911,Online
15,56.09952833099069,1855,1/1/2022 14:00,2069,Customer 1855,19,Address 1855,2951.0027867685426,5/4/2024,0,0,28.816865780180404,0.809387406,Merchant 2069,Location 2069,Travel
21,93.22076650991968,1694,1/1/2022 20:00,2069,Customer 1694,47,Address 1694,9486.348097,11/25/2023,0,0,56.57631960484506,0.5726918181141961,Merchant 2069,Location 2069,Retail
685,15.74236767842903,1719,1/29/2022 12:00,2069,Customer 1719,42,Address 1719,9492.789527061415,12/20/2023,0,0,31.30607498503946,0.065648091,Merchant 2069,Location 2069,Food
652,31.173184422845925,1019,1/28/2022 3:00,2069,Customer 1019,62,Address 1019,8461.165784125013,1/19/2022,0,0,47.59798994611329,0.8471029511481888,Merchant 2069,Location 2069,Retail
16,48.38711742913753,1798,1/1/2022 15:00,2959,Customer 1798,36,Address 1798,9240.861755806274,3/8/2024,0,0,51.21818788474693,0.2275943191032663,Merchant 2959,Location 2959,Food
97,86.02984545046183,1726,1/5/2022 0:00,2959,Customer 1726,47,Address 1726,9800.697905499255,12/27/2023,0,0,24.608545375168813,0.6791470576455225,Merchant 2959,Location 2959,Food
550,85.88097706542734,1962,1/23/2022 21:00,2959,Customer 1962,54,Address 1962,9131.751838080803,8/19/2024,0,0,10.138435599829302,0.6404886632830197,Merchant 2959,Location 2959,Travel
818,63.00413711735184,1798,2/4/2022 1:00,2513,Customer 1798,36,Address 1798,9240.861755806274,3/8/2024,0,0,58.38848998983515,0.1893116088737335,Merchant 2513,Location 2513,Other
471,32.31531253764865,1555,1/20/2022 14:00,2513,Customer 1555,30,Address 1555,7678.032398,7/9/2023,0,0,27.505505377540903,0.6797848912533593,Merchant 2513,Location 2513,Retail
17,28.99727911760209,1824,1/1/2022 16:00,2133,Customer 1824,59,Address 1824,1602.280312620986,4/3/2024,0,0,22.37630782642053,0.4676661463991767,Merchant 2133,Location 2133,Online
38,13.41629397377299,1097,1/2/2022 13:00,2133,Customer 1097,18,Address 1097,5204.316548457367,4/7/2022,0,0,13.09501541319836,0.5158902960517162,Merchant 2133,Location 2133,Retail
18,59.52211084246309,1484,1/1/2022 17:00,2156,Customer 1484,55,Address 1484,7313.428569125301,4/29/2023,0,0,61.43295997884127,0.9396616041503696,Merchant 2156,Location 2156,Travel
19,20.82040675814534,1885,1/1/2022 18:00,2254,Customer 1885,26,Address 1885,1928.083037,6/3/2024,0,0,56.38707938723406,0.5427505295430706,Merchant 2254,Location 2254,Travel
276,87.03018439134429,1084,1/12/2022 11:00,2254,Customer 1084,60,Address 1084,2675.8341465026947,3/25/2022,0,0,65.50014276537969,0.8233153417405125,Merchant 2254,Location 2254,Food
812,70.18468246589494,1885,2/3/2022 19:00,2150,Customer 1885,26,Address 1885,1928.083037,6/3/2024,0,0,35.96911537,0.7973611714827469,Merchant 2150,Location 2150,Retail
145,20.894371831349776,1900,1/7/2022 0:00,2150,Customer 1900,44,Address 1900,2827.0290832259743,6/18/2024,0,0,14.843269887255516,0.9298032772558203,Merchant 2150,Location 2150,Food
820,82.81332577073582,1469,2/4/2022 3:00,2150,Customer 1469,54,Address 1469,7005.084816764808,4/14/2023,0,0,94.12436453,0.3785809456969062,Merchant 2150,Location 2150,Online
894,22.51506035965712,1885,2/7/2022 5:00,2890,Customer 1885,26,Address 1885,1928.083037,6/3/2024,0,0,14.59109973749806,0.3304913147227336,Merchant 2890,Location 2890,Travel
997,75.63449535880055,1885,2/11/2022 12:00,2326,Customer 1885,26,Address 1885,1928.083037,6/3/2024,0,0,95.32615416742162,0.8145627158956725,Merchant 2326,Location 2326,Retail
803,51.58863287370011,1781,2/3/2022 10:00,2326,Customer 1781,41,Address 1781,1271.7954189878924,2/20/2024,0,0,45.70790138823019,0.7100229054797983,Merchant 2326,Location 2326,Food
865,11.32669210158078,1618,2/6/2022 0:00,2326,Customer 1618,64,Address 1618,2558.2944695649257,9/10/2023,0,0,11.197848262065635,0.8211778048919358,Merchant 2326,Location 2326,Food
718,11.70542563484364,1001,1/30/2022 21:00,2326,Customer 1001,20,Address 1001,1734.4841753671535,1/1/2022,0,0,37.11375106022419,0.6968909100216374,Merchant 2326,Location 2326,Other
723,67.11239629235925,1320,1/31/2022 2:00,2326,Customer 1320,45,Address 1320,1138.278838931953,11/16/2022,0,0,23.84685145787209,0.3698619102523452,Merchant 2326,Location 2326,Online
20,32.21700673,1946,1/1/2022 19:00,2941,Customer 1946,62,Address 1946,4691.406755293897,8/3/2024,0,0,71.19133256,0.9895865210353106,Merchant 2941,Location 2941,Retail
189,94.70081925233175,1671,1/8/2022 20:00,2941,Customer 1671,59,Address 1671,8949.970761817312,11/2/2023,0,0,49.07332241361007,0.043511232,Merchant 2941,Location 2941,Online
602,16.171401562460904,1946,1/26/2022 1:00,2948,Customer 1946,62,Address 1946,4691.406755293897,8/3/2024,1,0,87.90058641978568,0.9286691721126564,Merchant 2948,Location 2948,Online
556,94.25884395317188,1694,1/24/2022 3:00,2323,Customer 1694,47,Address 1694,9486.348097,11/25/2023,1,0,68.13271121487378,0.1823865871687122,Merchant 2323,Location 2323,Retail
469,57.15156882781395,1640,1/20/2022 12:00,2323,Customer 1640,63,Address 1640,7998.243135227399,10/2/2023,0,0,41.47116189508122,0.9560388003441808,Merchant 2323,Location 2323,Travel
663,57.09332057792399,1157,1/28/2022 14:00,2323,Customer 1157,55,Address 1157,3273.597786889536,6/6/2022,1,0,34.849502954006944,0.091663434,Merchant 2323,Location 2323,Online
22,11.221434670390996,1670,1/1/2022 21:00,2135,Customer 1670,51,Address 1670,2172.2264455151144,11/1/2023,0,0,30.45249193034306,0.2860053664372878,Merchant 2135,Location 2135,Online
208,14.133649588736308,1670,1/9/2022 15:00,2704,Customer 1670,51,Address 1670,2172.2264455151144,11/1/2023,0,0,75.77851202289943,0.6405301409259936,Merchant 2704,Location 2704,Food
679,10.838558968765978,1802,1/29/2022 6:00,2704,Customer 1802,19,Address 1802,4842.3494368527145,3/12/2024,0,0,38.58014229855581,0.4204123970305838,Merchant 2704,Location 2704,Travel
740,88.62389977413164,1049,1/31/2022 19:00,2704,Customer 1049,19,Address 1049,4741.867106841464,2/18/2022,0,0,56.06862769284844,0.8461576080746427,Merchant 2704,Location 2704,Travel
385,51.04504647387792,1670,1/17/2022 0:00,2544,Customer 1670,51,Address 1670,2172.2264455151144,11/1/2023,0,0,52.532139231106505,0.098852892,Merchant 2544,Location 2544,Food
164,63.14978131673038,1685,1/7/2022 19:00,2544,Customer 1685,46,Address 1685,3374.554777106787,11/16/2023,0,0,46.34319633227094,0.4850406074415144,Merchant 2544,Location 2544,Food
459,91.38842887590802,1254,1/20/2022 2:00,2544,Customer 1254,39,Address 1254,9742.832427384768,9/11/2022,0,0,61.08238951523234,0.053428261,Merchant 2544,Location 2544,Other
607,47.157768793142914,1670,1/26/2022 6:00,2679,Customer 1670,51,Address 1670,2172.2264455151144,11/1/2023,0,0,16.24618481,0.2699951776419841,Merchant 2679,Location 2679,Other
814,74.26094981988619,1127,2/3/2022 21:00,2679,Customer 1127,63,Address 1127,9047.659566,5/7/2022,0,0,40.39112149380979,0.8607366671211092,Merchant 2679,Location 2679,Online
892,42.90184145800452,1365,2/7/2022 3:00,2679,Customer 1365,37,Address 1365,1501.3800097521853,12/31/2022,0,0,90.31557177773428,0.1256792554421464,Merchant 2679,Location 2679,Retail
608,65.78947017411032,1670,1/26/2022 7:00,2754,Customer 1670,51,Address 1670,2172.2264455151144,11/1/2023,0,0,19.53807701154031,0.008185871,Merchant 2754,Location 2754,Retail
832,75.79949194971586,1640,2/4/2022 15:00,2754,Customer 1640,63,Address 1640,7998.243135227399,10/2/2023,0,0,65.18018608024332,0.4093630677343716,Merchant 2754,Location 2754,Other
857,59.69277894975635,1045,2/5/2022 16:00,2754,Customer 1045,28,Address 1045,1685.6449804543531,2/14/2022,0,0,79.77014348015663,0.8483146295444854,Merchant 2754,Location 2754,Other
880,26.736396964657573,1838,2/6/2022 15:00,2754,Customer 1838,60,Address 1838,4701.890613936081,4/17/2024,0,0,20.34374624496926,0.758705257,Merchant 2754,Location 2754,Other
233,85.87775361646429,1269,1/10/2022 16:00,2444,Customer 1269,29,Address 1269,5636.533521139363,9/26/2022,0,0,35.35300885617946,0.084846059,Merchant 2444,Location 2444,Travel
24,59.057044412365926,1601,1/1/2022 23:00,2508,Customer 1601,55,Address 1601,2221.4824929393635,8/24/2023,0,0,25.432735230706683,0.3227039590972922,Merchant 2508,Location 2508,Online
25,87.27078788102477,1229,1/2/2022 0:00,2153,Customer 1229,30,Address 1229,5265.3439868036885,8/17/2022,0,0,29.003513018395328,0.2887803756128226,Merchant 2153,Location 2153,Retail
26,63.15803484919054,1687,1/2/2022 1:00,2313,Customer 1687,59,Address 1687,5491.210433,11/18/2023,0,0,38.85245082209894,0.641650744,Merchant 2313,Location 2313,Food
351,29.37322038,1575,1/15/2022 14:00,2313,Customer 1575,53,Address 1575,7292.496644847424,7/29/2023,0,0,54.87447169440986,0.8654075064344626,Merchant 2313,Location 2313,Food
910,15.979285380282375,1687,2/7/2022 21:00,2502,Customer 1687,59,Address 1687,5491.210433,11/18/2023,0,0,93.71361119952512,0.6764179985157522,Merchant 2502,Location 2502,Travel
559,77.31236698024611,1730,1/24/2022 6:00,2502,Customer 1730,21,Address 1730,8298.674973,12/31/2023,0,0,54.55980357,0.5715673810977379,Merchant 2502,Location 2502,Food
27,29.143985084905488,1305,1/2/2022 2:00,2309,Customer 1305,62,Address 1305,1402.7826901615783,11/1/2022,0,0,86.62827179356265,0.9282053077102062,Merchant 2309,Location 2309,Retail
400,70.16249614727599,1945,1/17/2022 15:00,2309,Customer 1945,55,Address 1945,8154.8350037214595,8/2/2024,0,0,70.36657267018592,0.1802631542433889,Merchant 2309,Location 2309,Other
28,60.55548691615507,1943,1/2/2022 3:00,2560,Customer 1943,54,Address 1943,5504.411964503407,7/31/2024,0,0,53.65914875929921,0.2483664741110318,Merchant 2560,Location 2560,Online
126,87.41571830188022,1559,1/6/2022 5:00,2560,Customer 1559,56,Address 1559,7816.262974,7/13/2023,0,0,12.015142309687835,0.8162111795757843,Merchant 2560,Location 2560,Travel
821,52.767411764164414,1017,2/4/2022 4:00,2560,Customer 1017,48,Address 1017,3009.32181,1/17/2022,0,0,30.04811466347989,0.5236694730972394,Merchant 2560,Location 2560,Online
557,50.923436477844206,1943,1/24/2022 4:00,2531,Customer 1943,54,Address 1943,5504.411964503407,7/31/2024,0,0,34.03687221870739,0.7455299460416781,Merchant 2531,Location 2531,Retail
769,63.093410575419824,1943,2/2/2022 0:00,2605,Customer 1943,54,Address 1943,5504.411964503407,7/31/2024,0,0,75.17497267345964,0.3333705145665837,Merchant 2605,Location 2605,Other
430,63.75369099109527,1574,1/18/2022 21:00,2605,Customer 1574,22,Address 1574,6409.537085674055,7/28/2023,0,0,17.835324676275714,0.1314593721296686,Merchant 2605,Location 2605,Retail
532,42.60164486240434,1019,1/23/2022 3:00,2605,Customer 1019,62,Address 1019,8461.165784125013,1/19/2022,0,0,36.85977869180739,0.4644999398732964,Merchant 2605,Location 2605,Online
29,77.58414615386391,1458,1/2/2022 4:00,2817,Customer 1458,47,Address 1458,2779.093207487433,4/3/2023,0,0,11.356414885049166,0.3747736619895218,Merchant 2817,Location 2817,Food
882,42.14574151301879,1494,2/6/2022 17:00,2817,Customer 1494,23,Address 1494,4277.544347456138,5/9/2023,0,0,90.60447551912095,0.3586555288174282,Merchant 2817,Location 2817,Travel
823,82.42573277839614,1853,2/4/2022 6:00,2817,Customer 1853,24,Address 1853,1936.7976572728655,5/2/2024,0,0,74.40941852300554,0.8327103922576113,Merchant 2817,Location 2817,Other
835,26.539961534130164,1458,2/4/2022 18:00,2197,Customer 1458,47,Address 1458,2779.093207487433,4/3/2023,0,0,46.73389146038831,0.1391612248080169,Merchant 2197,Location 2197,Retail
30,61.49654907,1223,1/2/2022 5:00,2888,Customer 1223,38,Address 1223,2974.336665222348,8/11/2022,0,0,95.91267720944626,0.1840600739994914,Merchant 2888,Location 2888,Travel
917,27.204126408849955,1527,2/8/2022 4:00,2888,Customer 1527,53,Address 1527,2304.4716474155284,6/11/2023,0,0,46.11352466263936,0.3337913521626694,Merchant 2888,Location 2888,Online
529,16.434889587856134,1438,1/23/2022 0:00,2888,Customer 1438,40,Address 1438,1316.2111882830093,3/14/2023,0,0,33.242580244738804,0.3436677989826943,Merchant 2888,Location 2888,Online
162,34.54505958172258,1223,1/7/2022 17:00,2834,Customer 1223,38,Address 1223,2974.336665222348,8/11/2022,0,0,44.90191671617514,0.1905381551603272,Merchant 2834,Location 2834,Retail
343,37.76130926692547,1223,1/15/2022 6:00,2833,Customer 1223,38,Address 1223,2974.336665222348,8/11/2022,0,0,27.19558012008256,0.4931837730226314,Merchant 2833,Location 2833,Travel
535,83.84805141,1741,1/23/2022 6:00,2833,Customer 1741,34,Address 1741,7599.052967,1/11/2024,0,0,63.63898385117523,0.1622735246194941,Merchant 2833,Location 2833,Food
31,53.60631660342767,1145,1/2/2022 6:00,2160,Customer 1145,49,Address 1145,1877.1349237459824,5/25/2022,0,0,21.33208375243904,0.1101933558957848,Merchant 2160,Location 2160,Online
966,72.86326753846711,1085,2/10/2022 5:00,2160,Customer 1085,63,Address 1085,1878.4442752935695,3/26/2022,0,0,53.491324717558896,0.02858787,Merchant 2160,Location 2160,Food
720,90.78100808722265,1013,1/30/2022 23:00,2160,Customer 1013,39,Address 1013,5406.557547740734,1/13/2022,0,0,64.11518923080254,0.8933486538791832,Merchant 2160,Location 2160,Travel
32,39.14119159525022,1123,1/2/2022 7:00,2537,Customer 1123,44,Address 1123,1678.8141785074406,5/3/2022,0,0,89.68892641564645,0.3867873445230366,Merchant 2537,Location 2537,Travel
155,99.67651319913524,1652,1/7/2022 10:00,2537,Customer 1652,52,Address 1652,1572.9535288221891,10/14/2023,0,0,31.736374862491378,0.1108696858008524,Merchant 2537,Location 2537,Online
175,39.09185251976993,1380,1/8/2022 6:00,2537,Customer 1380,26,Address 1380,6844.249498232812,1/15/2023,0,0,74.59366774895933,0.1269976473312114,Merchant 2537,Location 2537,Travel
33,67.36470148682653,1633,1/2/2022 8:00,2213,Customer 1633,43,Address 1633,1368.5476673131316,9/25/2023,0,0,60.11956036157829,0.9174346969130937,Merchant 2213,Location 2213,Online
900,29.79304878961816,1764,2/7/2022 11:00,2213,Customer 1764,45,Address 1764,3434.233385928164,2/3/2024,0,0,37.799490645298334,0.976782424,Merchant 2213,Location 2213,Food
34,41.28770873,1906,1/2/2022 9:00,2752,Customer 1906,39,Address 1906,3924.956894533365,6/24/2024,0,0,66.03987372928236,0.4765879268131112,Merchant 2752,Location 2752,Other
223,95.02592611945536,1284,1/10/2022 6:00,2752,Customer 1284,53,Address 1284,1606.005794533852,10/11/2022,0,0,44.56827249184557,0.7283603005606499,Merchant 2752,Location 2752,Other
394,67.52036634443519,1630,1/17/2022 9:00,2752,Customer 1630,40,Address 1630,7611.209596007939,9/22/2023,0,0,34.09162766629418,0.2674736162527378,Merchant 2752,Location 2752,Retail
35,16.903628981100372,1349,1/2/2022 10:00,2494,Customer 1349,50,Address 1349,7752.239522888551,12/15/2022,0,0,71.19998699158586,0.4509593477928542,Merchant 2494,Location 2494,Travel
36,73.88914620080848,1479,1/2/2022 11:00,2103,Customer 1479,56,Address 1479,9063.447591089687,4/24/2023,0,0,46.20619110697728,0.9523270631995964,Merchant 2103,Location 2103,Food
874,94.84291959789348,1109,2/6/2022 9:00,2103,Customer 1109,62,Address 1109,2677.288341692367,4/19/2022,0,0,93.15258316512706,0.8959587620412484,Merchant 2103,Location 2103,Food
405,47.74698244334375,1479,1/17/2022 20:00,2877,Customer 1479,56,Address 1479,9063.447591089687,4/24/2023,0,0,30.208272538495056,0.2776226851143422,Merchant 2877,Location 2877,Online
498,31.107179111153155,1922,1/21/2022 17:00,2877,Customer 1922,37,Address 1922,3337.845872830067,7/10/2024,0,0,63.80208554084429,0.9961115105691668,Merchant 2877,Location 2877,Travel
662,30.25091071628741,1479,1/28/2022 13:00,2572,Customer 1479,56,Address 1479,9063.447591089687,4/24/2023,1,0,55.90668976100709,0.7662241950140328,Merchant 2572,Location 2572,Other
684,86.31064374412364,1479,1/29/2022 11:00,2981,Customer 1479,56,Address 1479,9063.447591089687,4/24/2023,0,0,39.58778663565672,0.072794025,Merchant 2981,Location 2981,Other
37,29.478396641282878,1533,1/2/2022 12:00,2439,Customer 1533,56,Address 1533,9604.482000232583,6/17/2023,0,0,42.80875748597366,0.9646802635361716,Merchant 2439,Location 2439,Online
883,47.08166710565664,1244,2/6/2022 18:00,2439,Customer 1244,22,Address 1244,5343.373910181236,9/1/2022,0,0,32.41437999723972,0.3073669555496248,Merchant 2439,Location 2439,Online
851,20.51957684886689,1669,2/5/2022 10:00,2439,Customer 1669,32,Address 1669,6222.722903256988,10/31/2023,0,0,10.26377936740136,0.7676539796218163,Merchant 2439,Location 2439,Retail
413,16.51961252883819,1536,1/18/2022 4:00,2439,Customer 1536,32,Address 1536,7206.525971951331,6/20/2023,0,0,84.49296665714121,0.825103915,Merchant 2439,Location 2439,Retail
255,69.86072804254738,1533,1/11/2022 14:00,2413,Customer 1533,56,Address 1533,9604.482000232583,6/17/2023,0,0,90.64483919115732,0.2605004197619075,Merchant 2413,Location 2413,Food
